Categoria,Modelo,Marca,Ano,Quilometragem,Potência do motor,Combustível,Câmbio,Direção,Cor,Portas,Final de placa,CEP,Município,Bairro,price,url,Tipo de veículo
"Carros, vans e utilitários",GM - CHEVROLET TRAILBLAZER LTZ 2.8 CTDI DIESEL AUT.,GM - CHEVROLET,2017,65358,2.0 - 2.9,Diesel,Automático,Hidráulica,Vermelho,4 portas,5,99680000,Constantina,,202000.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/trailblazer-ltz-2-8-t-d-i-4x4-apenas-65-358-mkm-898281003,Passeio
"Carros, vans e utilitários",GM - CHEVROLET PRISMA  SED. MAXX/ LT 1.4 8V ECONOF. 4P,GM - CHEVROLET,2012,88000,1.4,Flex,Manual,Hidráulica,Vermelho,4 portas,0,96490000,Piratini,,26500.0,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/prisma-2012-1-4-completo-e-zeradooo-898281007,Sedã
"Carros, vans e utilitários",JAC J6 2.0 16V 5P MEC.,JAC,2011,87905,2.0 - 2.9,Gasolina,Manual,Hidráulica,Branco,4 portas,0,91220560,Porto Alegre,Jardim Itu,19900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/jac-j6-898280747,SUV
"Carros, vans e utilitários",FIAT PALIO EX 1.0 MPI FIRE 8V 4P,FIAT,2006,145000,1.0,Flex,Manual,Mecânica,Cinza,4 portas,3,94965150,Cachoeirinha,Parque Marechal Rondon,11500.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/palio-fire-898280822,Hatch
"Carros, vans e utilitários",FORD ,FORD,2013,0,1.0,Flex,Manual,Hidráulica,Branco,4 portas,7,94130340,Gravataí,Parque dos Eucalíptos,22000.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fiesta-898280488,Hatch
"Carros, vans e utilitários",FORD FUSION SEL 3.0 V6 AWD 24V 243CV AUT.,FORD,2010,103000,3.0 - 3.9,Gasolina,Automático,Elétrica,Preto,4 portas,3,96170000,São Lourenço do Sul,,40000.0,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/ford-fusion-sel-awd-3-0-v6-2010-c-teto-solar-898280911,Sedã
"Carros, vans e utilitários",CITROEN XSARA BREAK GLX/ PARIS 2.0 16V,CITROEN,2002,197000,2.0 - 2.9,Gasolina,Manual,Hidráulica,Cinza,4 portas,6,91751150,Porto Alegre,Ipanema,7900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/xsara-picasso-2002-completo-898279929,Passeio
"Carros, vans e utilitários",FIAT UNO DRIVE 1.0 FLEX 6V 5P,FIAT,2018,46800,1.0,Flex,Manual,Hidráulica,Prata,4 portas,9,91740000,Porto Alegre,Cavalhada,39900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-uno-drive-1-0-4p-898280000,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX ROUTE 1.6 MI TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,2008,90000,1.6,Flex,Manual,Hidráulica,Preto,4 portas,0,95010060,Caxias do Sul,São Pelegrino,26900.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/fox-1-6-mi-route-8v-flex-4p-manual-2007-2008-898279737,Hatch
"Carros, vans e utilitários",RENAULT SANDERO EXPRESSION HI-FLEX 1.0 16V 5P,RENAULT,2015,72000,1.0,Flex,Manual,Hidráulica,,4 portas,,96040710,Pelotas,Fragata,34900.0,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/sandero-2015-898279038,
"Carros, vans e utilitários",RENAULT SANDERO ZEN FLEX 1.0 12V 5P MEC.,RENAULT,2020,30000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,6,91740000,Porto Alegre,Cavalhada,55900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/renault-sandero-zen-1-0-4p-898279469,Hatch
"Carros, vans e utilitários",SUZUKI VITARA JLX CANVAS 1.6 8V 2P,SUZUKI,1993,10000,1.6,Gasolina,Manual,,Branco,2 portas,5,94910210,Cachoeirinha,Vila Cachoeirinha,34000.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/vitara-conversivel-898278367,Conversível
"Carros, vans e utilitários",BMW 118I SPORT 1.5 TB 12V AUT. 5P,BMW,2020,3100,1.5,Gasolina,Automático,Hidráulica,Branco,4 portas,8,90960140,Porto Alegre,Menino Deus,199900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/bmw-118i-sport-gp-883711110,Hatch
"Carros, vans e utilitários",HYUNDAI I30 1.6 16V FLEX 5P AUT.,HYUNDAI,2013,99000,1.6,Flex,Automático,Elétrica,Preto,4 portas,5,95765000,Bom Princípio,,48000.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/abaixo-da-tabela-898278613,Hatch
"Carros, vans e utilitários",HONDA WR-V EXL 1.5 FLEXONE 16V 5P AUT.,HONDA,2019,16000,1.5,Flex,Automático,Elétrica,Vermelho,4 portas,1,93950000,Dois Irmãos,,93808.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/wr-v-exl-cvt-2019-898278031,SUV
"Carros, vans e utilitários",MITSUBISHI L200 TRITON GL 3.2 CD TB INT. DIES. MEC.,MITSUBISHI,2015,160000,3.0 - 3.9,Diesel,Manual,Hidráulica,Prata,4 portas,,96217054,Rio Grande,Bolaxa,94900.0,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/triton-gl-2015-898277956,Pick-up
"Carros, vans e utilitários",TOYOTA COROLLA,TOYOTA,2018,55499,,Flex,Automático,,Prata,4 portas,,98700000,Ijuí,,97900.0,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-2-0-xei-16v-flex-4p-automatico-879963310,
"Carros, vans e utilitários",VW - VOLKSWAGEN UP! CROSS 1.0 TSI TOTAL FLEX 12V 5P,VW - VOLKSWAGEN,2016,88000,1.0,Flex,Manual,Hidráulica,Azul,4 portas,0,95097350,Caxias do Sul,São Leopoldo,47900.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/cross-up-tsi-888963358,Hatch
"Carros, vans e utilitários",GM - CHEVROLET CELTA SPIRIT 1.0 MPFI 8V FLEXPOWER 3P,GM - CHEVROLET,2006,111000,,Flex,Manual,,Vermelho,2 portas,3,93344010,Novo Hamburgo,Primavera,12500.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/celta-1-0-c-ar-condicionado-898276705,
"Carros, vans e utilitários",GM - CHEVROLET CELTA 1.0/SUPER/N.PIQ.1.0 MPFI VHC 8V 3P,GM - CHEVROLET,2012,0,1.0,Flex,Manual,Mecânica,Preto,2 portas,8,91050322,Porto Alegre,Jardim Lindóia,19500.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/otimo-celta-1-0-vhc-com-ar-condicionado-881553801,Hatch
"Carros, vans e utilitários",FORD ECOSPORT XLT 2.0/ 2.0 FLEX 16V 5P AUT.,FORD,2008,131570,2.0 - 2.9,Gasolina,Automático,Hidráulica,Prata,4 portas,8,95590000,Tramandaí,,26000.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ford-ecosport-xlt-2-0-top-de-linha-898275243,SUV
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX 1.6 MI I MOTION TOTAL FLEX 8V 5P,VW - VOLKSWAGEN,2012,125000,1.6,Flex,Semi-Automático,Hidráulica,Prata,4 portas,3,95300000,Lagoa Vermelha,,28000.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/fox-1-6-prime-2012-896405373,
"Carros, vans e utilitários",RENAULT LOGAN EXPRES. AVANTAGE FLEX 1.0 12V 4P,RENAULT,2018,111,1.0,Flex,Manual,Hidráulica,Prata,4 portas,,93348522,Novo Hamburgo,Rincão,42900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/logan-1-0-2018-898276151,Sedã
"Carros, vans e utilitários",TOYOTA ETIOS X PLUS 1.5 FLEX 16V 5P AUT.,TOYOTA,2019,11200,1.5,Flex,Automático,Elétrica,Prata,4 portas,0,97035090,Santa Maria,Juscelino Kubitschek,66900.0,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/toyota-etios-xplus-at-2019-898275975,Passeio
"Carros, vans e utilitários",VW - VOLKSWAGEN AMAROK EXTREME CD 3.0 4X4 TB DIES. AUT.,VW - VOLKSWAGEN,2020,60000,3.0 - 3.9,Diesel,Automático,Elétrica,Branco,4 portas,8,90240650,Porto Alegre,São João,249900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/amarok-v6-diesel-extreme-898275312,Pick-up
"Carros, vans e utilitários",RENAULT MEGANE GRAND TOUR DYNAM. HI-FLEX 1.6 16V,RENAULT,2010,133000,1.6,Flex,Manual,Hidráulica,Preto,4 portas,1,92310010,Canoas,Centro,27900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/megane-grand-tour-dynamique-1-6-16v-hi-flex-898275463,Sedã
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE TRENDLINE 1.0 T.FLEX 12V 4P,VW - VOLKSWAGEN,2017,75000,1.0,Flex,Manual,Hidráulica,Prata,4 portas,8,90660080,Porto Alegre,Glória,42900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/voyage-trendline-1-0-2017-898278603,
"Carros, vans e utilitários",FIAT PALIO WEEK. ADV. DUALOGIC 1.8 FLEX,FIAT,2014,81395,1.8,Flex,Automático,Hidráulica,Cinza,4 portas,7,90160092,Porto Alegre,Praia de Belas,38990.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-weekend-adv-1-8-dualogic-2014-z-e-r-o-e-n-t-r-a-d-a-bruno-automoveis-898275141,Passeio
"Carros, vans e utilitários",VW - VOLKSWAGEN BRASILIA 1600 2P,VW - VOLKSWAGEN,1980,84000,1.6,Gasolina,Manual,Mecânica,Amarelo,2 portas,9,95170158,Farroupilha,Parque,18800.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/brasilia-79-898275077,Hatch
"Carros, vans e utilitários",PEUGEOT 307 RALLYE 2.0 16V 138CV 5P,PEUGEOT,2004,163000,,,Manual,,Preto,4 portas,,93222730,Sapucaia do Sul,Vargas,12900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/peugeot-307-2004-2005-completo-r-12-900-898274891,Hatch
"Carros, vans e utilitários",MITSUBISHI ASX 2.0 16V 4X4 160CV AUT.,MITSUBISHI,2016,60000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Branco,4 portas,8,90220160,Porto Alegre,Floresta,85900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/asx-4x4-automatica-2016-impecavel-898275063,SUV
"Carros, vans e utilitários",GM - CHEVROLET COBALT LS 1.4 8V FLEXPOWER 4P,GM - CHEVROLET,2014,0,1.4,Gás Natural,Manual,Hidráulica,Branco,4 portas,6,91130720,Porto Alegre,Sarandi,33990.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/cobalt-ls-1-4-2014-gnv-completo-100-financiados-pelos-bancos-898274309,Sedã
"Carros, vans e utilitários",PEUGEOT 307 FELINE/GRIFF/PREMI. 2.0 FLEX 5P AUT.,PEUGEOT,2007,100,2.0 - 2.9,Gasolina,Automático,Hidráulica,Prata,4 portas,9,93135000,São Leopoldo,Campina,17500.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/peugeot-307-completo-898274650,Sedã
"Carros, vans e utilitários",HYUNDAI I30 2.0 16V 145CV 5P AUT.,HYUNDAI,2010,110000,2.0 - 2.9,Gasolina,Automático,Hidráulica,Prata,4 portas,9,90680570,Porto Alegre,Glória,35900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/i-30-automatico-novo-2010-855104062,Hatch
"Carros, vans e utilitários",HONDA CIVIC SEDAN LX 1.7 16V 115CV MEC. 4P,HONDA,2005,205000,1.7,Gasolina,Manual,Hidráulica,Preto,4 portas,8,95630000,Parobé,,24900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-2005-completo-898274099,Sedã
"Carros, vans e utilitários",FORD FIESTA 1.5 16V FLEX MEC. 5P,FORD,2015,100000,1.5,Flex,Manual,Hidráulica,Branco,4 portas,9,96540000,Agudo,,38000.0,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/fiesta-s-1-5-completo-manual-ano-2015-898273747,Hatch
"Carros, vans e utilitários",FORD FIESTA,FORD,2014,0,,Gasolina,Manual,,,4 portas,,96015210,Pelotas,Fragata,32900.0,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/ford-fiesta-se-1-6-2014-850884436,
"Carros, vans e utilitários",VW - VOLKSWAGEN VOYAGE,VW - VOLKSWAGEN,2015,0,,Flex,Manual,,,4 portas,,96015210,Pelotas,Fragata,40900.0,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-voyage-cl-1-0-2015-848462960,
"Carros, vans e utilitários",GM - CHEVROLET ONIX HATCH LT 1.0 8V FLEXPOWER 5P MEC.,GM - CHEVROLET,2016,18000,1.0,Flex,Manual,Hidráulica,Branco,4 portas,0,91340100,Porto Alegre,Passo da Areia,43900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/onix-1-0-lt-2016-com-apenas-18mil-km-892857954,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN FOX HIGHLINE I MOTION 1.6 FLEX 16V 5P,VW - VOLKSWAGEN,2016,52230,1.6,Flex,Automático,Elétrica,Branco,4 portas,4,94075300,Gravataí,Parque Florido,46900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fox-highline-1-6-i-motion-2016-2016-impecavel-zeradoo-898273216,Hatch
"Carros, vans e utilitários",RENAULT SANDERO EXPRESSION HI-FLEX 1.6 8V 5P,RENAULT,2014,78100,1.6,Flex,Manual,Hidráulica,Preto,4 portas,1,94070001,Gravataí,Bom Princípio,29900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/sandero-1-6-expression-2014-completo-898273475,Hatch
"Carros, vans e utilitários",FIAT PALIO 1.6 MPI 16V 4P,FIAT,1997,255,1.6,Gasolina,Manual,Hidráulica,Cinza,4 portas,8,94198555,Gravataí,Padre Réus,7000.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/palio-97-898272633,Passeio
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,2021,19000,,Flex,Automático,,,4 portas,0,96810002,Santa Cruz do Sul,Centro,127900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/corolla-xei-2-0-apenas-19000km-estado-de-okm-898272748,Passeio
"Carros, vans e utilitários",HONDA FIT EX/S/EX 1.5 FLEX/FLEXONE 16V 5P AUT.,HONDA,2013,96000,1.5,Flex,Automático,Elétrica,Prata,4 portas,0,92330000,Canoas,Mathias Velho,47900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/fit-1-5-ex-completo-automatico-894822343,Hatch
"Carros, vans e utilitários",GM - CHEVROLET ZAFIRA ELEG.2.0 MPFI FLEXPOWER 8V 5P AUT,GM - CHEVROLET,2012,104000,2.0 - 2.9,Flex,Automático,Hidráulica,Branco,4 portas,4,98280000,Panambi,,36900.0,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-zafira-elegance-2-0-aut-2012-877352968,Van/Utilitário
"Carros, vans e utilitários",FORD KA 1.0 8V/1.0 8V ST FLEX 3P,FORD,2013,104000,1.0,Flex,Manual,Hidráulica,Branco,2 portas,0,95096112,Caxias do Sul,Kayser,24900.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/ka-895503251,Hatch
"Carros, vans e utilitários",VW - VOLKSWAGEN POLO 1.6 MI/ S.OURO 1.6MI 101CV 8V 5P,VW - VOLKSWAGEN,2003,118000,1.6,Gasolina,Manual,Hidráulica,Cinza,4 portas,4,91790010,Porto Alegre,Restinga,17499.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/polo-hatch-2003-legalizado-baixo-898272284,Hatch
"Carros, vans e utilitários",BMW X5 XDRIVE 45E 3.0 M.SPORT HÍBRIDO AU,BMW,2021,0,1.0,Gasolina,Automático,Elétrica,Cinza,4 portas,6,91330000,Porto Alegre,Três Figueiras,666000.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/bmw-x5-xdrive-45e-898272473,
"Carros, vans e utilitários",GM - CHEVROLET VECTRA CD 2.2 16V / 2.0 16V MEC./AUT.,GM - CHEVROLET,1997,180000,2.0 - 2.9,Gasolina,Manual,Hidráulica,Prata,4 portas,2,96610000,Encruzilhada do Sul,,15000.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/vectra-cd-2-0-16v-carro-de-fino-trato-883760619,Sedã
"Carros, vans e utilitários",NISSAN FRONTIER S CD 4X4 2.5 TB DIESEL,NISSAN,2014,140000,2.0 - 2.9,Diesel,Automático,Hidráulica,Branco,4 portas,1,91110001,Porto Alegre,Sarandi,115900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/frontier-platinum-857340345,Pick-up
"Carros, vans e utilitários",GM - CHEVROLET COBALT LS 1.4 8V FLEXPOWER 4P,GM - CHEVROLET,2013,89000,1.4,Flex,Manual,Hidráulica,Prata,4 portas,8,91910530,Porto Alegre,Cristal,35900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/cobalt-ls-1-4-893471034,Sedã
"Carros, vans e utilitários",VW - VOLKSWAGEN GOL 1.0 PLUS 8V 2P,VW - VOLKSWAGEN,2001,199000,1.0,Gasolina,Manual,,,2 portas,,95599000,Balneário Pinhal,,8800.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/gol-g2-898270358,Hatch
"Carros, vans e utilitários",HONDA CITY SEDAN EXL 1.5 FLEX  16V 4P AUT.,HONDA,2015,80500,1.5,Flex,Automático,Hidráulica,Branco,4 portas,0,92500000,Guaíba,,62900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/honda-city-exl-1-5-cvt-automatico-flex-898271439,Sedã
"Carros, vans e utilitários",RENAULT MASTER 2.3 DCI FURGÃO 16V DIESEL,RENAULT,2014,101000,,Diesel,Manual,Hidráulica,Branco,2 portas,0,91130720,Porto Alegre,Sarandi,98900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/master-furgao-2-3-dci-l1h1-ano-2013-2014-898270597,Van/Utilitário
"Carros, vans e utilitários",MERCEDES-BENZ GLA-200 ENDURO 1.6 TB 16V FLEX AUT.,MERCEDES-BENZ,2018,41000,1.6,Gasolina,Automático,Elétrica,Cinza,4 portas,0,95052338,Caxias do Sul,Sagrada Família,167900.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/gla-200-enduro-1-6-41-mil-km-teto-solar-rodas-18-898270365,Hatch
"Carros, vans e utilitários",PEUGEOT 3008 GRIFFE 1.6 TURBO 16V 5P AUT.,PEUGEOT,2019,39000,1.6,Gasolina,Automático,,,4 portas,,99709296,Erechim,Fátima,154800.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/peugeot-3008-griffe-1-6-turbo-16v-5p-aut-2019-gasolina-898270439,
"Carros, vans e utilitários",TOYOTA COROLLA XEI 2.0 FLEX 16V AUT.,TOYOTA,2018,83000,2.0 - 2.9,Flex,Automático,Elétrica,Preto,4 portas,1,96930000,Candelária,,98000.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-xei-2-0-flex-16v-aut-898270450,Passeio
"Carros, vans e utilitários",FORD ECOSPORT FREESTYLE 1.6 16V FLEX 5P,FORD,2013,191718,,Flex,Manual,,Outra,4 portas,1,98280000,Panambi,,49900.0,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/ecosport-freestyle-1-6-898270278,Passeio
"Carros, vans e utilitários",GM - CHEVROLET MERIVA COLLECTION 1.4 8V ECONOFLEX 5P,GM - CHEVROLET,2012,100000,,Flex,Manual,,,4 portas,8,93546637,Novo Hamburgo,Canudos,29900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/meriva-2012-2012-1-4-mpfi-collection-8v-econo-flex-4p-manual-898270268,Passeio
"Carros, vans e utilitários",HONDA CIVIC SEDAN TOURING 1.5 TURBO 16V AUT.4P,HONDA,2017,89000,,Gasolina,Automático,,,4 portas,9,93546637,Novo Hamburgo,Canudos,124900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/civic-2016-2017-1-5-16v-turbo-gasolina-touring-4p-cvt-898270205,Passeio
"Carros, vans e utilitários",MINI COOPER S 2.0 TURBO 16V 5P AUT.,MINI,2017,35015,,Gasolina,Automático,Hidráulica,Vermelho,4 portas,9,95032440,Caxias do Sul,Santa Catarina,118800.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/mini-cooper-s-2-0-turbo-16v-aut-2017-4p-898270172,Hatch
"Carros, vans e utilitários",TOYOTA YARIS XLS SEDAN 1.5 FLEX 16V 4P AUT.,TOYOTA,2019,37000,,Flex,Automático,Hidráulica,Branco,4 portas,8,95032440,Caxias do Sul,Santa Catarina,81500.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/toyota-yaris-xls-sedan-1-5-flex-aut-2019-4p-898270146,Sedã
"Carros, vans e utilitários",VW - VOLKSWAGEN TIGUAN ALLSPAC R-LINE 350 TSI 2.0 4X4,VW - VOLKSWAGEN,2019,64000,2.0 - 2.9,Gasolina,Automático,,,4 portas,,99709296,Erechim,Fátima,208800.0,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/vw-volkswagen-tiguan-allspac-r-line-350-tsi-2-0-4x4-2019-gasolina-898270152,
"Carros, vans e utilitários",HYUNDAI HB20 C./C.PLUS/C.STYLE 1.6 FLEX 16V MEC.,HYUNDAI,2013,79717,1.6,Flex,Manual,,,4 portas,,93320492,Novo Hamburgo,Industrial,38900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-c-c-plus-c-style-1-6-flex-16v-mec-2013-flex-862542739,
"Carros, vans e utilitários",HONDA HR-V LX 1.8 FLEXONE 16V 5P AUT.,HONDA,2017,63000,1.8,Flex,Automático,Hidráulica,Cinza,4 portas,2,91910280,Porto Alegre,Tristeza,86900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hrv-lx-1-8-2017-flex-898270035,SUV
"Carros, vans e utilitários",GM - CHEVROLET ASTRA SED. ADVANT. 2.0 8V MPFI FLEXP. 4P,GM - CHEVROLET,2010,90000,2.0 - 2.9,Flex,Manual,Hidráulica,Prata,4 portas,6,92425010,Canoas,São José,25900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/astra-sedan-adventure-2-0-gnv-879299251,Sedã
"Carros, vans e utilitários",GM - CHEVROLET CRUZE LTZ 1.8 16V FLEXPOWER 4P AUT.,GM - CHEVROLET,2013,68000,,Flex,Automático,Hidráulica,Branco,4 portas,3,93950000,Dois Irmãos,,57900.0,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-cruze-ltz-4p-898269766,Sedã
